,Energy,Trip,Style,Motor_Way,City,Country_Road,Tire_Type,Consumptions
663,2.9,127.0,['Normal'],1.0,1.0,0.0,['Summer tires'],13.03
664,20.7,83.0,['Normal'],1.0,1.0,0.0,['Summer tires'],16.45
665,5.7,71.0,['Normal'],1.0,1.0,0.0,['Summer tires'],16.45
666,12.5,77.0,['Normal'],1.0,1.0,0.0,['Summer tires'],16.45
667,10.45,38.0,['Normal'],1.0,1.0,0.0,['Summer tires'],16.45
668,12.4,79.0,['Normal'],1.0,1.0,0.0,['Summer tires'],16.45
669,18.25,81.0,['Normal'],1.0,1.0,0.0,['Summer tires'],16.45
670,9.8,72.0,['Normal'],1.0,1.0,0.0,['Summer tires'],16.45
671,8.5,86.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.45
672,12.26,71.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.45
673,13.32,95.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.45
674,17.74,80.0,['Normal'],1.0,1.0,1.0,['Summer tires'],18.69
675,15.04,87.0,['Normal'],1.0,1.0,1.0,['Summer tires'],18.69
676,15.24,63.0,['Normal'],1.0,1.0,1.0,['Summer tires'],18.69
677,13.2,94.0,['Normal'],1.0,1.0,1.0,['Summer tires'],18.69
678,12.87,64.0,['Normal'],1.0,1.0,1.0,['Summer tires'],18.69
679,8.54,54.0,['Normal'],1.0,1.0,1.0,['Summer tires'],18.69
680,14.0,81.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.53
681,18.8,64.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.53
682,0.0,0.0,[],,,,[],17.53
683,5.8,59.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.53
684,11.22,82.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.53
685,18.0,103.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.53
686,17.67,90.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.53
687,15.15,84.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.53
688,18.23,94.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.53
689,13.6,68.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.53
690,15.7,100.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.53
691,8.0,66.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.53
692,2.0,2.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.95
693,13.4,101.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.95
694,11.2,13.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.67
695,4.8,83.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.67
696,14.0,86.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.28
697,15.0,36.0,['Normal'],1.0,1.0,1.0,['Summer tires'],13.62
698,9.1,141.0,['Normal'],1.0,1.0,1.0,['Summer tires'],13.62
699,15.0,86.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.44
700,21.4,66.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.27
701,3.8,99.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.27
702,13.4,97.0,['Normal'],1.0,1.0,1.0,['Summer tires'],13.81
703,12.6,79.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.95
704,14.1,72.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.09
705,12.3,103.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.09
706,10.2,66.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.45
707,20.0,10.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.26
708,2.5,149.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.26
709,8.5,10.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.26
710,7.5,92.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.26
711,8.0,65.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.26
712,13.4,52.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.39
713,0.0,0.0,[],,,,[],15.39
714,10.3,97.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.39
715,13.4,92.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.39
716,11.7,72.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.25
717,15.8,91.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.0
718,10.0,81.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.0
719,7.7,9.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.83
720,7.5,87.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.83
721,14.1,45.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.8
722,9.25,81.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.8
723,8.72,77.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.8
724,15.0,10.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.14
725,6.1,97.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.14
726,6.5,12.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.14
727,8.9,57.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.14
728,4.0,75.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.14
729,8.8,70.0,['Normal'],1.0,1.0,1.0,['Summer tires'],12.57
730,6.0,34.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.65
731,21.3,49.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.39
732,8.21,131.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.39
733,19.5,64.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.23
734,1.0,55.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.23
735,16.4,97.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.91
736,10.8,76.0,['Normal'],0.0,1.0,0.0,['Summer tires'],14.21
737,12.34,86.0,['Normal'],0.0,1.0,0.0,['Summer tires'],14.35
738,2.4,19.0,['Normal'],0.0,1.0,0.0,['Summer tires'],12.63
739,2.4,13.0,['Normal'],0.0,1.0,0.0,['Summer tires'],18.46
740,4.5,15.0,['Normal'],0.0,1.0,0.0,['Summer tires'],16.42
741,3.4,12.0,['Normal'],0.0,1.0,0.0,['Summer tires'],16.42
742,10.0,82.0,['Normal'],0.0,1.0,0.0,['Summer tires'],16.42
743,13.4,83.0,['Normal'],0.0,1.0,0.0,['Summer tires'],10.2
744,0.0,0.0,[],,,,[],10.2
745,13.4,6.0,['Normal'],0.0,1.0,0.0,['Summer tires'],10.2
746,4.2,91.0,['Normal'],0.0,1.0,0.0,['Summer tires'],10.2
747,11.1,99.0,['Normal'],0.0,1.0,0.0,['Summer tires'],10.2
748,4.2,32.0,['Normal'],0.0,1.0,0.0,['Summer tires'],10.2
749,7.1,24.0,['Normal'],0.0,1.0,0.0,['Summer tires'],10.2
750,3.0,218.0,['Normal'],0.0,1.0,0.0,['Summer tires'],10.2
751,15.4,85.0,['Normal'],0.0,1.0,0.0,['Summer tires'],15.74
752,9.0,70.0,['Normal'],0.0,1.0,0.0,['Summer tires'],15.74
753,13.6,61.0,['Normal'],0.0,1.0,0.0,['Summer tires'],15.63
754,8.6,81.0,['Normal'],0.0,1.0,0.0,['Summer tires'],15.63
755,11.2,86.0,['Normal'],0.0,1.0,0.0,['Summer tires'],13.02
756,14.3,76.0,['Normal'],0.0,1.0,0.0,['Summer tires'],16.06
757,4.4,15.0,['Normal'],0.0,1.0,0.0,['Summer tires'],16.06
758,24.5,178.0,['Normal'],0.0,1.0,0.0,['Summer tires'],16.06
759,5.6,35.0,['Normal'],0.0,1.0,0.0,['Summer tires'],16.0
760,13.9,73.0,['Normal'],0.0,1.0,0.0,['Summer tires'],18.31
761,13.2,75.0,['Normal'],0.0,1.0,0.0,['Summer tires'],18.31
762,11.2,25.0,['Normal'],0.0,1.0,0.0,['Summer tires'],44.8
763,10.4,106.0,['Normal'],0.0,1.0,0.0,['Summer tires'],11.63
764,11.0,78.0,['Fast'],0.0,1.0,0.0,['Summer tires'],11.63
765,14.1,81.0,['Fast'],0.0,1.0,0.0,['Summer tires'],17.41
766,20.5,48.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],17.1
767,1.49,31.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],17.1
768,6.4,87.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],17.1
769,9.1,60.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],15.17
770,18.4,107.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],17.2
771,22.3,112.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],16.88
772,14.3,75.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],16.88
773,8.3,79.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],16.88
774,9.7,26.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],16.58
775,0.0,0.0,[],,,,[],16.58
776,10.2,94.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],16.58
777,7.1,47.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],15.11
778,12.6,84.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],15.0
779,17.6,112.0,['Moderate'],1.0,1.0,0.0,['Winter tires'],15.71
780,10.4,113.0,['Moderate'],1.0,1.0,0.0,['Winter tires'],9.2
781,17.5,59.0,['Moderate'],1.0,1.0,0.0,['Winter tires'],17.64
782,4.2,64.0,['Moderate'],1.0,1.0,0.0,['Winter tires'],17.64
783,11.2,57.0,['Moderate'],1.0,1.0,0.0,['Winter tires'],19.65
784,19.14,23.0,['Moderate'],1.0,1.0,0.0,['Winter tires'],26.64
785,7.5,77.0,['Moderate'],1.0,1.0,0.0,['Winter tires'],26.64
786,11.6,94.0,['Moderate'],1.0,1.0,0.0,['Winter tires'],12.34
787,5.5,21.0,['Moderate'],1.0,1.0,0.0,['Winter tires'],20.43
788,8.8,49.0,['Moderate'],1.0,1.0,0.0,['Winter tires'],20.43
789,14.1,98.0,['Moderate'],1.0,1.0,0.0,['Winter tires'],14.39
790,13.2,37.0,['Moderate'],1.0,1.0,0.0,['Winter tires'],23.97
791,13.9,53.0,['Moderate'],1.0,1.0,0.0,['Winter tires'],23.97
792,6.1,14.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],23.97
793,8.1,26.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],23.97
794,11.7,32.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],23.97
795,5.8,18.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],23.97
796,7.7,70.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],23.97
797,11.7,35.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],23.97
798,12.4,57.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],23.97
799,11.7,81.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],23.97
800,10.6,48.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],23.97
801,9.2,29.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],22.88
802,19.4,96.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],22.88
803,18.7,78.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],23.97
804,17.9,47.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],15.13
805,14.5,52.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],15.13
806,0.0,0.0,[],,,,[],15.13
807,8.9,138.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],15.13
808,4.4,65.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],15.13
809,5.3,22.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],24.09
810,11.5,51.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],22.55
811,18.7,56.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],21.88
812,9.9,64.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],21.88
813,4.0,29.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],21.88
814,20.8,84.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],20.59
815,14.2,86.0,['Moderate'],1.0,1.0,1.0,['All-year tires'],20.59
816,20.89,63.0,['Moderate'],1.0,1.0,1.0,['All-year tires'],24.39
817,3.5,37.0,['Moderate'],0.0,1.0,0.0,['All-year tires'],24.39
818,14.1,77.0,['Moderate'],0.0,1.0,0.0,['All-year tires'],18.71
819,9.1,47.0,['Normal'],1.0,1.0,1.0,['Winter tires'],18.71
820,11.7,14.0,['Normal'],1.0,1.0,0.0,['Winter tires'],14.76
821,9.6,100.0,['Normal'],1.0,1.0,0.0,['Winter tires'],14.76
822,10.0,98.0,['Normal'],1.0,1.0,0.0,['Winter tires'],14.76
823,20.1,63.0,['Normal'],1.0,1.0,0.0,['Winter tires'],10.16
824,6.1,195.0,['Normal'],1.0,1.0,0.0,['Winter tires'],10.16
825,10.7,44.0,['Normal'],0.0,1.0,0.0,['Winter tires'],22.59
826,16.0,87.0,['Normal'],0.0,1.0,0.0,['Winter tires'],22.59
827,3.8,4.0,['Normal'],1.0,1.0,0.0,['Winter tires'],22.59
828,16.1,90.0,['Normal'],1.0,1.0,0.0,['Winter tires'],17.89
829,12.62,54.0,['Normal'],0.0,1.0,0.0,['Winter tires'],23.37
830,8.4,9.0,['Normal'],0.0,1.0,0.0,['Winter tires'],18.18
831,5.6,21.0,['Normal'],0.0,1.0,0.0,['Winter tires'],18.18
832,2.5,47.0,['Normal'],0.0,1.0,0.0,['Winter tires'],18.18
833,9.4,59.0,['Normal'],0.0,1.0,0.0,['Winter tires'],18.18
834,4.1,29.0,['Normal'],0.0,1.0,0.0,['Winter tires'],18.18
835,14.0,12.0,['Normal'],0.0,1.0,0.0,['Winter tires'],25.0
836,13.2,27.0,['Normal'],0.0,1.0,0.0,['Winter tires'],25.0
837,0.0,0.0,[],,,,[],25.0
838,5.8,93.0,['Normal'],0.0,1.0,0.0,['Winter tires'],25.0
839,8.3,157.0,['Normal'],0.0,1.0,0.0,['Winter tires'],5.29
840,15.4,65.0,['Normal'],0.0,1.0,0.0,['Winter tires'],20.98
841,6.0,37.0,['Normal'],0.0,1.0,0.0,['Winter tires'],20.98
842,9.1,46.0,['Normal'],0.0,1.0,0.0,['Winter tires'],19.78
843,10.8,56.0,['Normal'],0.0,1.0,0.0,['Summer tires'],15.68
844,8.0,15.0,['Normal'],0.0,1.0,0.0,['Summer tires'],15.68
845,6.0,97.0,['Normal'],0.0,1.0,0.0,['Summer tires'],15.68
846,7.5,38.0,['Normal'],0.0,1.0,0.0,['Summer tires'],15.68
847,3.5,17.0,['Normal'],0.0,1.0,0.0,['Summer tires'],20.59
848,19.7,14.0,['Normal'],0.0,1.0,0.0,['Summer tires'],22.52
849,4.62,94.0,['Normal'],1.0,0.0,0.0,['Summer tires'],22.52
850,4.1,9.0,['Normal'],1.0,0.0,0.0,['Summer tires'],11.63
851,13.0,138.0,['Normal'],1.0,0.0,0.0,['Summer tires'],11.63
852,20.4,61.0,['Normal'],1.0,0.0,0.0,['Summer tires'],17.18
853,9.8,54.0,['Normal'],1.0,0.0,0.0,['Summer tires'],17.18
854,5.81,71.0,['Normal'],1.0,0.0,0.0,['Summer tires'],17.18
855,12.45,96.0,['Normal'],1.0,0.0,0.0,['Summer tires'],17.18
856,16.6,106.0,['Normal'],1.0,1.0,0.0,['Summer tires'],12.17
857,4.0,78.0,['Normal'],1.0,0.0,0.0,['Summer tires'],12.17
858,14.0,81.0,['Normal'],1.0,0.0,0.0,['Summer tires'],12.17
859,8.0,85.0,['Normal'],1.0,1.0,0.0,['Summer tires'],12.17
860,9.3,60.0,['Normal'],0.0,1.0,1.0,['Summer tires'],15.5
861,22.6,134.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.87
862,6.4,42.0,['Normal'],1.0,1.0,0.0,['Summer tires'],15.24
863,12.4,74.0,['Normal'],1.0,1.0,0.0,['Summer tires'],16.76
864,17.6,118.0,['Normal'],1.0,1.0,0.0,['Summer tires'],14.75
865,6.3,44.0,['Normal'],1.0,1.0,0.0,['Summer tires'],14.75
866,20.7,111.0,['Normal'],1.0,1.0,0.0,['Summer tires'],17.09
867,9.2,64.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.09
868,0.0,0.0,[],,,,[],17.09
869,9.2,104.0,['Normal'],1.0,1.0,1.0,['Summer tires'],12.59
870,7.4,34.0,['Normal'],1.0,1.0,1.0,['Summer tires'],12.59
871,11.1,82.0,['Normal'],1.0,1.0,1.0,['Summer tires'],12.59
872,13.0,71.0,['Normal'],1.0,1.0,1.0,['Summer tires'],11.38
873,9.3,125.0,['Normal'],1.0,1.0,1.0,['Summer tires'],11.38
874,15.9,96.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.56
875,19.3,60.0,['Fast'],1.0,1.0,1.0,['Summer tires'],16.19
876,3.2,79.0,['Fast'],1.0,1.0,1.0,['Summer tires'],16.19
877,17.9,107.0,['Normal'],1.0,1.0,0.0,['Summer tires'],16.73
878,14.0,54.0,['Normal'],1.0,1.0,1.0,['Summer tires'],13.43
879,4.8,85.0,['Normal'],1.0,1.0,0.0,['Summer tires'],13.43
880,3.5,27.0,['Normal'],1.0,1.0,0.0,['Summer tires'],13.43
881,14.3,101.0,['Normal'],1.0,1.0,0.0,['Summer tires'],14.16
882,6.9,48.0,['Normal'],1.0,0.0,1.0,['Summer tires'],14.38
883,14.7,72.0,['Normal'],1.0,0.0,1.0,['Summer tires'],15.59
884,10.2,2.0,['Normal'],1.0,0.0,1.0,['Summer tires'],15.59
885,1.9,92.0,['Normal'],1.0,0.0,1.0,['Summer tires'],15.59
886,7.8,56.0,['Normal'],1.0,0.0,1.0,['Summer tires'],15.59
887,16.1,87.0,['Normal'],1.0,1.0,0.0,['Summer tires'],13.38
888,4.1,64.0,['Normal'],1.0,1.0,0.0,['Summer tires'],13.38
889,7.1,24.0,['Normal'],1.0,1.0,0.0,['Summer tires'],11.39
890,15.0,26.0,['Normal'],1.0,1.0,0.0,['Summer tires'],11.39
891,2.0,102.0,['Normal'],1.0,1.0,0.0,['Summer tires'],11.39
892,2.0,102.0,['Normal'],1.0,1.0,0.0,['Summer tires'],11.39
893,12.64,86.0,['Normal'],1.0,0.0,0.0,['Summer tires'],11.39
894,14.5,41.0,['Normal'],1.0,1.0,1.0,['Summer tires'],13.71
895,4.2,29.0,['Normal'],1.0,1.0,1.0,['Summer tires'],13.71
896,5.5,47.0,['Normal'],1.0,1.0,1.0,['Summer tires'],13.71
897,5.4,66.0,['Normal'],1.0,1.0,1.0,['Summer tires'],13.71
898,16.3,63.0,['Normal'],1.0,1.0,1.0,['Summer tires'],13.71
899,0.0,0.0,[],,,,[],13.71
900,2.4,59.0,['Normal'],1.0,1.0,1.0,['Summer tires'],13.71
901,1.0,2.0,['Normal'],1.0,1.0,1.0,['Summer tires'],13.71
902,12.0,140.0,['Normal'],1.0,1.0,1.0,['Summer tires'],13.71
903,3.6,17.0,['Normal'],1.0,1.0,1.0,['Summer tires'],21.18
904,13.0,70.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.09
905,21.17,130.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.09
906,10.4,16.0,['Normal'],0.0,1.0,0.0,['Summer tires'],12.91
907,5.0,87.0,['Normal'],1.0,1.0,1.0,['Summer tires'],12.91
908,8.1,79.0,['Normal'],1.0,1.0,1.0,['Summer tires'],12.91
909,8.8,24.0,['Normal'],1.0,1.0,1.0,['Summer tires'],11.77
910,10.5,140.0,['Normal'],1.0,1.0,1.0,['Summer tires'],11.77
911,14.6,61.0,['Normal'],1.0,1.0,1.0,['Summer tires'],9.37
912,7.0,184.0,['Normal'],1.0,1.0,1.0,['Summer tires'],9.37
913,7.1,70.0,['Normal'],1.0,1.0,1.0,['Summer tires'],9.37
914,4.1,35.0,['Normal'],1.0,1.0,1.0,['Summer tires'],9.37
915,15.1,101.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.95
916,18.7,76.0,['Normal'],1.0,1.0,1.0,['Summer tires'],13.87
917,4.0,77.0,['Normal'],1.0,1.0,0.0,['Summer tires'],13.87
918,2.4,28.0,['Normal'],1.0,1.0,0.0,['Summer tires'],13.87
919,17.2,80.0,['Normal'],1.0,1.0,0.0,['Summer tires'],15.8
920,5.0,2.0,['Normal'],1.0,0.0,1.0,['Summer tires'],15.8
921,7.5,106.0,['Normal'],1.0,0.0,0.0,['Summer tires'],15.8
922,17.0,109.0,['Normal'],1.0,0.0,0.0,['Summer tires'],15.72
923,16.7,95.0,['Normal'],1.0,0.0,0.0,['Summer tires'],15.72
924,4.27,27.0,['Normal'],1.0,1.0,0.0,['Summer tires'],15.72
925,7.3,57.0,['Normal'],1.0,1.0,0.0,['Summer tires'],15.72
926,1.6,22.0,['Normal'],1.0,1.0,0.0,['Summer tires'],7.27
927,2.9,22.0,['Normal'],1.0,1.0,0.0,['Summer tires'],13.18
928,4.2,50.0,['Normal'],1.0,1.0,0.0,['Summer tires'],8.4
929,9.9,64.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.47
930,0.0,0.0,[],,,,[],15.47
931,6.16,54.0,['Normal'],0.0,1.0,1.0,['Summer tires'],11.41
932,1.0,5.0,['Normal'],0.0,0.0,1.0,['Summer tires'],20.0
933,7.5,44.0,['Normal'],0.0,1.0,0.0,['Summer tires'],17.05
934,10.34,48.0,['Normal'],1.0,1.0,0.0,['Summer tires'],15.99
935,6.6,7.0,['Normal'],1.0,1.0,0.0,['Summer tires'],15.99
936,2.2,77.0,['Normal'],1.0,1.0,0.0,['Summer tires'],15.99
937,20.39,110.0,['Normal'],1.0,0.0,0.0,['Summer tires'],15.99
938,17.05,109.0,['Normal'],1.0,0.0,0.0,['Summer tires'],15.99
939,17.21,103.0,['Normal'],1.0,0.0,0.0,['Summer tires'],15.99
940,13.66,93.0,['Normal'],1.0,0.0,0.0,['Summer tires'],15.99
941,7.3,46.0,['Normal'],0.0,1.0,0.0,['Summer tires'],15.87
942,19.1,87.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.44
943,8.1,69.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.44
944,18.7,57.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.8
945,9.1,119.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.8
946,17.7,117.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.13
947,17.7,116.0,['Normal'],1.0,0.0,0.0,['Summer tires'],15.26
948,18.4,80.0,['Normal'],1.0,0.0,0.0,['Summer tires'],18.41
949,16.3,53.0,['Normal'],1.0,0.0,0.0,['Summer tires'],18.41
950,5.8,70.0,['Normal'],1.0,0.0,0.0,['Summer tires'],18.41
951,17.17,53.0,['Normal'],1.0,0.0,0.0,['Summer tires'],18.41
952,8.82,71.0,['Normal'],1.0,0.0,0.0,['Summer tires'],18.41
953,11.74,98.0,['Normal'],1.0,0.0,1.0,['Summer tires'],18.41
954,12.4,60.0,['Normal'],1.0,1.0,0.0,['Summer tires'],17.48
955,15.33,98.0,['Normal'],1.0,1.0,0.0,['Summer tires'],17.48
956,18.05,99.0,['Normal'],1.0,1.0,0.0,['Summer tires'],17.48
957,5.4,32.0,['Normal'],1.0,1.0,0.0,['Summer tires'],17.48
958,17.3,54.0,['Normal'],1.0,1.0,0.0,['Summer tires'],17.48
959,3.0,78.0,['Normal'],1.0,1.0,0.0,['Summer tires'],17.48
960,18.0,97.0,['Normal'],1.0,1.0,0.0,['Summer tires'],17.48
961,0.0,0.0,[],,,,[],17.48
962,17.0,55.0,['Normal'],1.0,1.0,0.0,['Summer tires'],17.48
963,10.12,91.0,['Normal'],1.0,1.0,0.0,['Summer tires'],17.48
964,19.02,60.0,['Normal'],1.0,0.0,0.0,['Summer tires'],17.48
965,11.52,118.0,['Normal'],1.0,0.0,0.0,['Summer tires'],17.48
966,17.9,82.0,['Normal'],1.0,0.0,1.0,['Summer tires'],18.07
967,20.62,112.0,['Normal'],1.0,0.0,1.0,['Summer tires'],18.07
968,20.31,115.0,['Normal'],1.0,0.0,0.0,['Summer tires'],18.07
969,17.6,114.0,['Normal'],1.0,1.0,0.0,['Summer tires'],18.07
970,10.12,79.0,['Normal'],1.0,1.0,1.0,['Summer tires'],12.81
971,16.94,110.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.4
972,15.8,23.0,['Normal'],1.0,0.0,1.0,['Summer tires'],15.03
973,10.8,50.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.03
974,4.22,132.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.03
975,7.4,42.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.62
976,9.7,72.0,['Normal'],1.0,1.0,1.0,['Summer tires'],13.47
977,7.5,44.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.05
978,8.2,45.0,['Normal'],1.0,1.0,1.0,['Summer tires'],18.22
979,14.4,99.0,['Normal'],1.0,0.0,0.0,['All-year tires'],14.55
980,15.6,367.0,['Normal'],1.0,0.0,0.0,['All-year tires'],4.25
981,14.7,18.0,['Normal'],0.0,1.0,0.0,['Summer tires'],16.2
982,2.8,90.0,['Normal'],0.0,1.0,0.0,['Summer tires'],16.2
983,8.9,60.0,['Normal'],0.0,1.0,0.0,['Summer tires'],14.83
984,21.1,104.0,['Normal'],1.0,1.0,0.0,['Summer tires'],17.4
985,15.25,94.0,['Normal'],1.0,0.0,0.0,['All-year tires'],17.4
986,16.88,72.0,['Normal'],1.0,0.0,0.0,['All-year tires'],17.4
987,11.27,78.0,['Normal'],1.0,0.0,0.0,['All-year tires'],17.4
988,13.64,82.0,['Normal'],1.0,1.0,0.0,['All-year tires'],17.4
989,14.2,79.0,['Normal'],1.0,0.0,0.0,['All-year tires'],17.4
990,12.23,73.0,['Normal'],1.0,0.0,0.0,['All-year tires'],17.4
991,19.43,109.0,['Normal'],1.0,0.0,0.0,['All-year tires'],17.4
992,0.0,0.0,[],,,,[],17.4
993,11.71,89.0,['Normal'],1.0,0.0,0.0,['All-year tires'],17.4
994,17.4,54.0,['Normal'],0.0,1.0,0.0,['Summer tires'],17.12
995,12.43,51.0,['Normal'],0.0,1.0,0.0,['Summer tires'],17.12
996,10.0,80.0,['Normal'],0.0,1.0,0.0,['Summer tires'],17.12
997,8.8,99.0,['Normal'],0.0,1.0,0.0,['Summer tires'],17.12
998,4.9,33.0,['Normal'],0.0,1.0,0.0,['Summer tires'],14.85
999,17.4,122.0,['Normal'],0.0,1.0,0.0,['Summer tires'],14.26
1000,23.2,93.0,['Normal'],0.0,1.0,0.0,['Summer tires'],16.64
1001,9.9,58.0,['Normal'],0.0,1.0,0.0,['Summer tires'],16.64
1002,2.0,60.0,['Normal'],1.0,1.0,0.0,['Winter tires'],16.64
1003,6.2,39.0,['Normal'],1.0,1.0,0.0,['All-year tires'],15.9
1004,11.7,73.0,['Normal'],0.0,1.0,0.0,['Winter tires'],16.03
1005,22.0,107.0,['Normal'],0.0,1.0,0.0,['Winter tires'],17.03
1006,12.4,95.0,['Normal'],0.0,1.0,0.0,['Winter tires'],17.03
1007,1.1,11.0,['Normal'],0.0,1.0,0.0,['Winter tires'],10.0
1008,17.8,103.0,['Normal'],1.0,1.0,0.0,['Winter tires'],17.28
1009,23.0,124.0,['Normal'],0.0,1.0,0.0,['Winter tires'],17.12
1010,2.0,22.0,['Normal'],0.0,1.0,0.0,['Winter tires'],17.12
1011,7.0,36.0,['Normal'],0.0,1.0,0.0,['Winter tires'],19.44
1012,21.5,57.0,['Normal'],0.0,1.0,0.0,['Winter tires'],18.95
1013,5.6,86.0,['Normal'],1.0,1.0,0.0,['Winter tires'],18.95
1014,19.5,49.0,['Normal'],1.0,1.0,0.0,['Winter tires'],19.39
