,Energy_1,Energy_2,Trip,Average_Speeds,Style,Motor_Way,City,Country_Road,Tire_Type,Parking_Heat,Consumption_1,Consumption_2
663,"['4,72']",4.7,"['39,0']",61.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"12,10",12.1
664,"['4,99']",5.0,"['43,0']",43.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"11,60",11.6
665,"['4,08']",4.1,"['24,0']",35.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"17,00",17.0
666,"['1,58']",1.6,"['22,0']",34.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"7,18",7.2
667,"['3,36']",3.4,"['19,0']",41.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"17,68",17.7
668,"['64,05']",64.0,"['525,0']",71.0,['Moderate'],1.0,0.0,0.0,['Summer tires'],0.0,"12,20",12.2
669,"['31,32']",31.3,"['270,0']",67.0,['Moderate'],1.0,0.0,0.0,['Summer tires'],0.0,"11,60",11.6
670,"['0,15']",0.1,"['1,0']",13.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"15,00",14.6
671,"['0,14']",0.1,"['1,0']",13.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"14,00",13.6
672,"['8,39']",8.4,"['77,0']",57.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"10,90",10.9
673,"['6,58']",6.6,"['51,0']",14.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"12,90",12.9
674,"['24,64']",24.6,"['220,0']",76.0,['Moderate'],1.0,0.0,0.0,['Winter tires'],0.0,"11,20",11.2
675,"['3,27']",3.3,"['19,0']",51.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"17,21",17.2
676,"['1,32']",1.3,"['12,0']",35.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"11,00",11.0
677,"['2,49']",2.5,"['29,0']",35.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"8,59",8.6
678,"['1,67']",1.7,"['19,0']",37.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"8,79",8.8
679,"['3,72']",3.7,"['19,0']",43.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"19,58",19.6
680,"['1,98']",2.0,"['22,0']",41.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"9,00",9.0
681,"['3,72']",3.7,"['20,0']",41.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,60",18.6
682,[],,[],,[],,,,[],,,
683,"['0,30']",0.3,"['2,0']",23.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"15,00",14.9
684,"['1,72']",1.7,"['21,0']",43.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"8,19",8.2
685,"['3,42']",3.4,"['19,0']",45.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"18,00",18.0
686,"['237,51']",237.51,"['1.931,0']",41.9,['Moderate'],1.0,0.0,0.0,['Winter tires'],0.0,"12,30",12.3
687,"['279,53']",279.53,"['2.201,0']",46.3,['Moderate'],1.0,0.0,0.0,['Winter tires'],0.0,"12,70",12.7
688,"['264,00']",264.0,"['2.000,0']",58.2,['Moderate'],1.0,0.0,0.0,['Winter tires'],0.0,"13,20",13.2
689,"['1,70']",1.7,"['20,0']",50.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"8,50",8.5
690,"['3,82']",3.8,"['20,0']",47.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"19,10",19.1
691,"['1,84']",1.8,"['20,0']",50.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"9,20",9.2
692,"['3,76']",3.8,"['20,0']",41.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,80",18.8
693,"['3,78']",3.8,"['36,0']",44.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"10,50",10.5
694,"['3,68']",3.7,"['20,0']",49.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,40",18.4
695,"['0,45']",0.5,"['3,0']",21.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"15,00",15.1
696,"['2,04']",2.0,"['20,0']",34.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"10,20",10.2
697,"['3,73']",3.7,"['23,0']",38.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"16,22",16.2
698,"['2,00']",2.0,"['20,0']",48.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"10,00",10.0
699,"['3,46']",3.5,"['20,0']",46.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"17,30",17.3
700,"['2,06']",2.1,"['17,0']",30.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,12",12.1
701,"['23,48']",23.5,"['182,0']",55.0,['Moderate'],1.0,0.0,0.0,['Winter tires'],0.0,"12,90",12.9
702,"['7,63']",7.6,"['61,0']",58.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"12,51",12.5
703,"['3,66']",3.7,"['20,0']",45.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,30",18.3
704,"['1,64']",1.6,"['20,0']",44.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"8,20",8.2
705,"['1,90']",1.9,"['20,0']",44.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"9,50",9.5
706,"['3,62']",3.6,"['20,0']",48.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,10",18.1
707,"['1,58']",1.6,"['20,0']",52.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"7,90",7.9
708,"['3,64']",3.6,"['20,0']",44.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,20",18.2
709,"['4,43']",4.4,"['41,0']",29.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"10,80",10.8
710,"['3,20']",3.2,"['32,0']",29.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"10,00",10.0
711,"['4,03']",4.0,"['23,0']",39.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"17,52",17.5
712,"['3,84']",3.8,"['20,0']",48.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"19,20",19.2
713,[],,[],,[],,,,[],,,
714,"['0,58']",0.6,"['4,0']",22.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"14,50",14.6
715,"['0,52']",0.5,"['4,0']",28.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,00",12.9
716,"['0,66']",0.7,"['4,0']",25.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"16,50",16.4
717,"['2,95']",2.9,"['19,0']",15.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"15,53",15.5
718,"['2,00']",2.0,"['20,0']",43.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"10,00",10.0
719,"['3,88']",3.9,"['20,0']",46.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"19,40",19.4
720,"['11,72']",11.7,"['93,0']",52.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"12,60",12.6
721,"['3,82']",3.8,"['20,0']",40.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"19,10",19.1
722,"['3,47']",3.5,"['33,0']",40.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"10,52",10.5
723,"['4,06']",4.1,"['20,0']",46.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"20,30",20.3
724,"['4,25']",4.2,"['36,0']",48.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"11,81",11.8
725,"['0,33']",0.3,"['2,0']",27.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"16,50",16.3
726,"['3,92']",3.9,"['20,0']",43.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"19,60",19.6
727,"['1,01']",1.0,"['6,0']",17.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"16,83",16.8
728,"['0,62']",0.6,"['2,0']",8.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"31,00",31.2
729,"['1,14']",1.1,"['7,0']",18.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"16,29",16.3
730,"['2,73']",2.7,"['21,0']",25.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"13,00",13.0
731,"['2,29']",2.3,"['18,0']",25.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,72",12.7
732,"['1,68']",1.7,"['20,0']",45.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"8,40",8.4
733,"['4,22']",4.2,"['20,0']",40.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"21,10",21.1
734,"['2,36']",2.4,"['20,0']",49.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"11,80",11.8
735,"['3,70']",3.7,"['20,0']",51.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,50",18.5
736,"['4,42']",4.4,"['34,0']",30.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"13,00",13.0
737,"['0,47']",0.5,"['3,0']",31.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"15,67",15.6
738,"['1,93']",1.9,"['14,0']",26.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,79",13.8
739,"['5,26']",5.3,"['36,0']",34.0,['Normal'],0.0,1.0,1.0,['Winter tires'],0.0,"14,61",14.6
740,"['1,76']",1.8,"['20,0']",44.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"8,80",8.8
741,"['3,64']",3.6,"['20,0']",40.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,20",18.2
742,"['3,33']",3.3,"['33,0']",39.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"10,09",10.1
743,"['3,74']",3.7,"['20,0']",44.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,70",18.7
744,[],,[],,[],,,,[],,,
745,"['5,99']",6.0,"['41,0']",41.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"14,61",14.6
746,"['5,81']",5.8,"['43,0']",56.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"13,51",13.5
747,"['0,58']",0.6,"['4,0']",28.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"14,50",14.5
748,"['2,66']",2.7,"['18,0']",27.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"14,78",14.8
749,"['3,37']",3.4,"['18,0']",27.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"18,72",18.7
750,"['1,88']",1.9,"['20,0']",45.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"9,40",9.4
751,"['3,64']",3.6,"['20,0']",52.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,20",18.2
752,"['3,73']",3.7,"['23,0']",25.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"16,22",16.2
753,"['0,58']",0.6,"['5,0']",17.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"11,60",11.5
754,"['2,55']",2.5,"['17,0']",18.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"15,00",15.0
755,"['0,88']",0.9,"['4,0']",23.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"22,00",21.9
756,"['1,04']",1.0,"['7,0']",26.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"14,86",14.8
757,"['2,16']",2.2,"['20,0']",36.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"10,80",10.8
758,"['3,86']",3.9,"['20,0']",45.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"19,30",19.3
759,"['3,63']",3.6,"['33,0']",37.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"11,00",11.0
760,"['3,76']",3.8,"['20,0']",45.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,80",18.8
761,"['3,62']",3.6,"['20,0']",50.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,10",18.1
762,"['2,76']",2.8,"['30,0']",38.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"9,20",9.2
763,"['3,23']",3.2,"['33,0']",38.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"9,79",9.8
764,"['1,91']",1.9,"['15,0']",35.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,73",12.7
765,"['3,84']",3.8,"['20,0']",42.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"19,20",19.2
766,"['1,94']",1.9,"['20,0']",52.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"9,70",9.7
767,"['3,76']",3.8,"['20,0']",47.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,80",18.8
768,"['58,66']",58.7,"['419,0']",62.0,['Moderate'],1.0,0.0,1.0,['Winter tires'],1.0,"14,00",14.0
769,"['46,43']",46.4,"['327,0']",55.0,['Moderate'],1.0,0.0,0.0,['Winter tires'],0.0,"14,20",14.2
770,"['1,76']",1.8,"['20,0']",50.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"8,80",8.8
771,"['3,72']",3.7,"['20,0']",36.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,60",18.6
772,"['2,00']",2.0,"['20,0']",46.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"10,00",10.0
773,"['3,76']",3.8,"['20,0']",45.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,80",18.8
774,"['3,80']",3.8,"['20,0']",46.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"19,00",19.0
775,[],,[],,[],,,,[],,,
776,"['2,06']",2.1,"['15,0']",37.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,73",13.7
777,"['2,16']",2.2,"['21,0']",50.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"10,29",10.3
778,"['1,86']",1.9,"['20,0']",42.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"9,30",9.3
779,"['4,06']",4.1,"['20,0']",43.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],1.0,"20,30",20.3
780,"['3,07']",3.1,"['33,0']",39.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"9,30",9.3
781,"['4,00']",4.0,"['20,0']",43.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],1.0,"20,00",20.0
782,"['3,74']",3.7,"['20,0']",51.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,70",18.7
783,"['1,84']",1.8,"['20,0']",48.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"9,20",9.2
784,"['1,62']",1.6,"['20,0']",40.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"8,10",8.1
785,"['3,76']",3.8,"['20,0']",45.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,80",18.8
786,"['2,00']",2.0,"['15,0']",36.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,33",13.3
787,"['1,87']",1.9,"['21,0']",49.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"8,90",8.9
788,"['3,80']",3.8,"['20,0']",45.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"19,00",19.0
789,"['3,98']",4.0,"['20,0']",42.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"19,90",19.9
790,"['2,06']",2.1,"['20,0']",43.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"10,30",10.3
791,"['1,25']",1.3,"['9,0']",25.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,89",13.9
792,"['1,74']",1.7,"['13,0']",38.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,38",13.4
793,"['0,15']",0.2,"['1,0']",18.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"15,00",15.2
794,"['1,91']",1.9,"['12,0']",35.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"15,92",15.9
795,"['2,64']",2.6,"['20,0']",27.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"13,20",13.2
796,"['3,52']",3.5,"['20,0']",50.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"17,60",17.6
797,"['1,72']",1.7,"['20,0']",39.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"8,60",8.6
798,"['3,66']",3.7,"['20,0']",45.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,30",18.3
799,"['1,80']",1.8,"['20,0']",52.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"9,00",9.0
800,"['3,74']",3.7,"['20,0']",45.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,70",18.7
801,"['2,03']",2.0,"['15,0']",38.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,53",13.5
802,"['1,79']",1.8,"['21,0']",48.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"8,52",8.5
803,"['3,60']",3.6,"['20,0']",49.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,00",18.0
804,"['1,86']",1.9,"['20,0']",52.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"9,30",9.3
805,"['3,60']",3.6,"['20,0']",46.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,00",18.0
806,[],,[],,[],,,,[],,,
807,"['18,29']",18.3,"['118,0']",68.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"15,50",15.5
808,"['14,38']",14.4,"['102,0']",71.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"14,10",14.1
809,"['1,86']",1.9,"['20,0']",49.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"9,30",9.3
810,"['3,50']",3.5,"['20,0']",44.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"17,50",17.5
811,"['3,17']",3.2,"['33,0']",36.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"9,61",9.6
812,"['3,68']",3.7,"['20,0']",43.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,40",18.4
813,"['4,42']",4.4,"['33,0']",30.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"13,39",13.4
814,"['1,39']",1.4,"['13,0']",29.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"10,69",10.7
815,"['3,56']",3.6,"['20,0']",35.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"17,80",17.8
816,"['2,03']",2.0,"['15,0']",35.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,53",13.5
817,"['2,05']",2.0,"['22,0']",43.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"9,32",9.3
818,"['3,72']",3.7,"['20,0']",42.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,60",18.6
819,"['1,90']",1.9,"['20,0']",50.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"9,50",9.5
820,"['3,52']",3.5,"['20,0']",52.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"17,60",17.6
821,"['37,64']",37.6,"['283,0']",75.0,['Moderate'],1.0,0.0,0.0,['Winter tires'],0.0,"13,30",13.3
822,"['38,51']",38.5,"['262,0']",76.0,['Moderate'],1.0,0.0,0.0,['Winter tires'],0.0,"14,70",14.7
823,"['2,14']",2.1,"['17,0']",34.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,59",12.6
824,"['0,57']",0.6,"['4,0']",22.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"14,25",14.3
825,"['11,43']",11.4,"['71,0']",47.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"16,10",16.1
826,"['8,51']",8.5,"['63,0']",61.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"13,51",13.5
827,"['0,26']",0.3,"['2,0']",19.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"13,00",13.2
828,"['1,73']",1.7,"['19,0']",47.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"9,11",9.1
829,"['3,58']",3.6,"['20,0']",45.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"17,90",17.9
830,"['56,61']",56.6,"['370,0']",77.0,['Moderate'],1.0,0.0,0.0,['Summer tires'],0.0,"15,30",15.3
831,"['0,24']",0.2,"['2,0']",22.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"12,00",12.0
832,"['0,96']",1.0,"['7,0']",22.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"13,71",13.7
833,"['26,38']",26.4,"['211,0']",77.0,['Moderate'],1.0,0.0,0.0,['Summer tires'],0.0,"12,50",12.5
834,"['42,59']",42.6,"['352,0']",73.0,['Moderate'],1.0,0.0,0.0,['Summer tires'],0.0,"12,10",12.1
835,"['8,00']",8.0,"['69,0']",48.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"11,59",11.6
836,"['6,50']",6.5,"['50,0']",64.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"13,00",13.0
837,[],,[],,[],,,,[],,,
838,"['6,77']",6.8,"['61,0']",62.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"11,10",11.1
839,"['3,60']",3.6,"['20,0']",50.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"18,00",18.0
840,"['3,17']",3.2,"['33,0']",39.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"9,61",9.6
841,"['3,82']",3.8,"['20,0']",54.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"19,10",19.1
842,"['1,62']",1.6,"['19,0']",48.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"8,53",8.5
843,"['3,28']",3.3,"['20,0']",46.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"16,40",16.4
844,"['1,76']",1.8,"['21,0']",43.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"8,38",8.4
845,"['3,72']",3.7,"['20,0']",48.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"18,60",18.6
846,"['3,42']",3.4,"['20,0']",43.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"17,10",17.1
847,"['1,54']",1.5,"['19,0']",51.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"8,11",8.1
848,"['2,54']",2.5,"['20,0']",31.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"12,70",12.7
849,"['0,19']",0.2,"['2,0']",20.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"9,50",9.4
850,"['1,84']",1.8,"['23,0']",39.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"8,00",8.0
851,"['3,40']",3.4,"['20,0']",55.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"17,00",17.0
852,"['1,43']",1.4,"['19,0']",42.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"7,53",7.5
853,"['3,46']",3.5,"['20,0']",50.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"17,30",17.3
854,"['1,43']",1.4,"['19,0']",48.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"7,53",7.5
855,"['3,30']",3.3,"['20,0']",45.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"16,50",16.5
856,"['1,88']",1.9,"['15,0']",34.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"12,53",12.5
857,"['1,74']",1.7,"['21,0']",33.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"8,29",8.3
858,"['3,36']",3.4,"['20,0']",47.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"16,80",16.8
859,"['1,37']",1.4,"['19,0']",49.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"7,21",7.2
860,"['3,48']",3.5,"['20,0']",46.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"17,40",17.4
861,"['0,44']",0.4,"['4,0']",22.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"11,00",11.0
862,"['0,50']",0.5,"['4,0']",23.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"12,50",12.5
863,"['0,66']",0.7,"['5,0']",21.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"13,20",13.1
864,"['4,45']",4.4,"['39,0']",39.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"11,41",11.4
865,"['6,35']",6.3,"['46,0']",50.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"13,80",13.8
866,"['1,58']",1.6,"['20,0']",43.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"7,90",7.9
867,"['3,58']",3.6,"['20,0']",47.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"17,90",17.9
868,[],,[],,[],,,,[],,,
869,"['2,81']",2.8,"['33,0']",36.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"8,52",8.5
870,"['3,46']",3.5,"['20,0']",48.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"17,30",17.3
871,"['1,62']",1.6,"['20,0']",44.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"8,10",8.1
872,"['3,48']",3.5,"['20,0']",43.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"17,40",17.4
873,"['2,02']",2.0,"['23,0']",41.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"8,78",8.8
874,"['3,70']",3.7,"['20,0']",38.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"18,50",18.5
875,"['2,58']",2.6,"['19,0']",29.0,['Moderate'],1.0,1.0,1.0,['Summer tires'],0.0,"13,58",13.6
876,"['4,69']",4.7,"['34,0']",69.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"13,79",13.8
877,"['18,34']",18.3,"['140,0']",53.0,['Moderate'],1.0,0.0,0.0,['Summer tires'],0.0,"13,10",13.1
878,"['5,04']",5.0,"['36,0']",51.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"14,00",14.0
879,"['6,89']",6.9,"['51,0']",67.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"13,51",13.5
880,"['3,23']",3.2,"['22,0']",59.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"14,68",14.7
881,"['2,88']",2.9,"['22,0']",19.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"13,09",13.1
882,"['2,31']",2.3,"['17,0']",25.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"13,59",13.6
883,"['2,68']",2.7,"['22,0']",25.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"12,18",12.2
884,"['14,80']",14.8,"['108,0']",46.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"13,70",13.7
