,Energy_1,Energy_2,Trip,Average_Speeds,Style,Motor_Way,City,Country_Road,Tire_Type,Parking_Heat,Consumption_1,Consumption_2
0,[],,[],,[],,,,[],,,
1,"['2,81']",2.8,"['23,0']",31.0,['Moderate'],0.0,1.0,1.0,['Summer tires'],0.0,"12,22",12.2
2,"['1,94']",1.9,"['18,0']",47.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"10,78",10.8
3,"['0,44']",0.4,"['4,0']",21.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"11,00",11.1
4,"['0,29']",0.3,"['2,0']",18.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"14,50",14.3
5,"['0,30']",0.3,"['2,0']",14.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"15,00",15.1
6,"['0,30']",0.3,"['2,0']",15.0,['Moderate'],0.0,1.0,0.0,['Summer tires'],0.0,"15,00",14.8
7,"['6,36']",6.4,"['53,0']",47.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"12,00",12.0
8,"['0,96']",1.0,"['9,0']",24.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"10,67",10.7
9,"['1,16']",1.2,"['11,0']",31.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"10,55",10.5
10,"['1,40']",1.4,"['11,0']",30.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,73",12.7
11,"['0,45']",0.5,"['3,0']",17.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"15,00",15.0
12,"['0,12']",0.1,"['1,0']",13.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,00",11.7
13,"['1,24']",1.2,"['11,0']",30.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"11,27",11.3
14,"['0,44']",0.4,"['3,0']",16.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"14,67",14.7
15,"['0,12']",0.1,"['1,0']",14.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,00",11.5
16,"['0,47']",0.5,"['3,0']",16.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"15,67",15.5
17,"['0,55']",0.5,"['4,0']",12.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,75",13.7
18,"['0,13']",0.1,"['1,0']",13.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,00",12.8
19,"['1,58']",1.6,"['12,0']",15.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,17",13.2
20,"['0,11']",0.1,"['1,0']",15.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"11,00",10.7
21,"['0,48']",0.5,"['3,0']",14.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"16,00",15.9
22,"['0,11']",0.1,"['1,0']",13.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"11,00",11.4
23,"['0,67']",0.7,"['6,0']",24.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"11,17",11.1
24,"['0,76']",0.8,"['7,0']",25.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"10,86",10.9
25,"['2,22']",2.2,"['20,0']",36.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"11,10",11.1
26,"['4,27']",4.3,"['35,0']",52.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"12,20",12.2
27,"['4,99']",5.0,"['43,0']",38.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"11,60",11.6
28,"['0,75']",0.8,"['6,0']",21.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,50",12.5
29,"['2,98']",3.0,"['25,0']",24.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"11,92",11.9
30,"['0,10']",0.1,"['1,0']",17.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"10,00",10.0
31,[],,[],,[],,,,[],,,
32,"['0,45']",0.5,"['3,0']",13.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"15,00",15.0
33,"['0,38']",0.4,"['3,0']",14.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,67",12.7
34,"['9,46']",9.5,"['83,0']",38.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"11,40",11.4
35,"['0,11']",0.1,"['1,0']",15.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"11,00",11.2
36,"['0,53']",0.5,"['4,0']",18.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,25",13.2
37,"['0,17']",0.2,"['1,0']",13.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"17,00",17.1
38,"['0,10']",0.1,"['1,0']",16.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"10,00",9.7
39,"['0,51']",0.5,"['4,0']",24.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,75",12.8
40,"['0,25']",0.3,"['2,0']",20.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,50",12.7
41,"['1,22']",1.2,"['10,0']",27.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,20",12.2
42,"['7,94']",7.9,"['64,0']",28.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"12,41",12.4
43,"['1,62']",1.6,"['11,0']",16.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"14,73",14.7
44,"['0,42']",0.4,"['3,0']",16.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"14,00",14.1
45,"['0,24']",0.2,"['2,0']",19.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,00",12.1
46,"['2,36']",2.4,"['18,0']",18.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,11",13.1
47,"['1,38']",1.4,"['11,0']",26.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,55",12.5
48,"['1,36']",1.4,"['11,0']",23.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,36",12.4
49,"['0,68']",0.7,"['4,0']",15.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"17,00",16.9
50,"['0,62']",0.6,"['4,0']",13.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"15,50",15.4
51,"['0,23']",0.2,"['2,0']",18.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"11,50",11.4
52,"['0,18']",0.2,"['1,0']",8.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"18,00",18.1
53,"['0,30']",0.3,"['2,0']",7.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"15,00",15.0
54,"['0,44']",0.4,"['3,0']",16.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"14,67",14.7
55,"['0,21']",0.2,"['2,0']",19.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"10,50",10.4
56,"['0,64']",0.6,"['5,0']",26.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,80",12.8
57,"['0,46']",0.5,"['5,0']",21.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"9,20",9.2
58,"['0,46']",0.5,"['3,0']",16.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"15,33",15.4
59,"['0,23']",0.2,"['2,0']",21.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"11,50",11.3
60,"['3,30']",3.3,"['20,0']",53.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"16,50",16.5
61,"['1,34']",1.3,"['20,0']",36.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"6,70",6.7
62,[],,[],,[],,,,[],,,
63,"['1,68']",1.7,"['15,0']",26.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"11,20",11.2
64,"['1,79']",1.8,"['23,0']",26.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"7,78",7.8
65,"['3,34']",3.3,"['20,0']",55.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"16,70",16.7
66,"['0,50']",0.5,"['4,0']",13.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,50",12.6
67,"['0,29']",0.3,"['2,0']",16.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"14,50",14.4
68,"['1,42']",1.4,"['20,0']",46.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"7,10",7.1
69,"['3,44']",3.4,"['20,0']",53.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"17,20",17.2
70,"['1,48']",1.5,"['10,0']",25.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"14,80",14.8
71,"['3,25']",3.3,"['25,0']",16.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"13,00",13.0
72,"['1,25']",1.3,"['10,0']",23.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,50",12.5
73,"['1,70']",1.7,"['13,0']",19.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,08",13.1
74,"['0,44']",0.4,"['3,0']",18.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"14,67",14.6
75,"['1,16']",1.2,"['9,0']",21.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,89",12.9
76,"['0,86']",0.9,"['8,0']",32.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"10,75",10.8
77,"['1,06']",1.1,"['10,0']",25.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"10,60",10.6
78,"['0,09']",0.1,"['1,0']",15.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"9,00",8.6
79,"['0,27']",0.3,"['2,0']",23.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,50",13.3
80,"['0,35']",0.4,"['3,0']",24.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"11,67",11.8
81,"['0,43']",0.4,"['4,0']",21.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"10,75",10.7
82,"['9,13']",9.1,"['73,0']",43.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"12,51",12.5
83,"['9,98']",10.0,"['78,0']",53.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"12,79",12.8
84,"['0,41']",0.4,"['3,0']",27.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,67",13.7
85,"['1,06']",1.1,"['8,0']",23.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,25",13.2
86,"['0,46']",0.5,"['3,0']",16.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"15,33",15.3
87,"['0,12']",0.1,"['1,0']",12.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,00",12.3
88,"['0,19']",0.2,"['1,0']",21.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"19,00",19.1
89,"['0,12']",0.1,"['1,0']",14.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,00",12.4
90,"['0,19']",0.2,"['1,0']",17.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"19,00",18.8
91,"['0,24']",0.2,"['2,0']",21.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,00",12.2
92,"['0,66']",0.7,"['5,0']",18.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,20",13.2
93,[],,[],,[],,,,[],,,
94,"['0,53']",0.5,"['4,0']",17.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,25",13.2
95,"['1,74']",1.7,"['22,0']",35.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"7,91",7.9
96,"['3,64']",3.6,"['20,0']",30.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,20",18.2
97,"['0,90']",0.9,"['7,0']",23.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,86",12.8
98,"['0,17']",0.2,"['1,0']",14.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"17,00",17.3
99,"['1,44']",1.4,"['12,0']",18.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,00",12.0
100,"['1,64']",1.6,"['20,0']",44.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"8,20",8.2
101,"['3,46']",3.5,"['20,0']",50.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"17,30",17.3
102,"['2,33']",2.3,"['24,0']",39.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"9,71",9.7
103,"['3,36']",3.4,"['20,0']",50.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"16,80",16.8
104,"['1,86']",1.9,"['20,0']",48.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"9,30",9.3
105,"['3,50']",3.5,"['20,0']",47.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"17,50",17.5
106,"['3,05']",3.0,"['24,0']",24.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"12,71",12.7
107,"['9,20']",9.2,"['76,0']",37.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"12,11",12.1
108,"['3,47']",3.5,"['33,0']",44.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"10,52",10.5
109,"['4,03']",4.0,"['32,0']",41.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"12,59",12.6
110,"['1,25']",1.3,"['10,0']",21.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,50",12.5
111,"['0,91']",0.9,"['7,0']",25.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,00",13.0
112,"['8,66']",8.7,"['71,0']",66.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"12,20",12.2
113,"['0,50']",0.5,"['4,0']",26.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,50",12.4
114,"['0,57']",0.6,"['4,0']",25.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"14,25",14.2
115,"['9,07']",9.1,"['72,0']",61.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"12,60",12.6
116,"['3,50']",3.5,"['20,0']",54.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"17,50",17.5
117,"['0,58']",0.6,"['4,0']",19.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"14,50",14.4
118,"['2,31']",2.3,"['22,0']",35.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"10,50",10.5
119,"['1,84']",1.8,"['20,0']",44.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"9,20",9.2
120,"['3,78']",3.8,"['20,0']",47.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,90",18.9
121,"['1,52']",1.5,"['20,0']",50.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"7,60",7.6
122,"['3,78']",3.8,"['20,0']",43.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,90",18.9
123,"['2,88']",2.9,"['24,0']",36.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"12,00",12.0
124,[],,[],,[],,,,[],,,
125,"['3,60']",3.6,"['20,0']",50.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,00",18.0
126,"['36,39']",36.4,"['241,0']",77.0,['Moderate'],1.0,0.0,0.0,['Winter tires'],0.0,"15,10",15.1
127,"['32,25']",32.3,"['250,0']",76.0,['Moderate'],1.0,0.0,0.0,['Winter tires'],0.0,"12,90",12.9
128,"['1,85']",1.8,"['22,0']",39.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"8,41",8.4
129,"['3,46']",3.5,"['20,0']",55.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"17,30",17.3
130,"['1,70']",1.7,"['20,0']",43.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"8,50",8.5
131,"['3,88']",3.9,"['20,0']",47.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"19,40",19.4
132,"['1,96']",2.0,"['20,0']",39.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"9,80",9.8
133,"['3,76']",3.8,"['20,0']",50.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,80",18.8
134,"['2,18']",2.2,"['24,0']",39.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"9,08",9.1
135,"['3,72']",3.7,"['20,0']",51.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,60",18.6
136,"['1,58']",1.6,"['20,0']",49.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"7,90",7.9
137,"['3,68']",3.7,"['20,0']",50.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,40",18.4
138,"['1,25']",1.3,"['10,0']",29.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,50",12.5
139,"['0,46']",0.5,"['3,0']",26.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"15,33",15.3
140,"['7,81']",7.8,"['62,0']",35.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"12,60",12.6
141,"['1,74']",1.7,"['20,0']",49.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"8,70",8.7
142,"['3,52']",3.5,"['20,0']",50.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"17,60",17.6
143,"['1,80']",1.8,"['22,0']",43.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"8,18",8.2
144,"['3,52']",3.5,"['20,0']",50.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"17,60",17.6
145,"['36,28']",36.3,"['261,0']",76.0,['Moderate'],1.0,0.0,0.0,['Winter tires'],0.0,"13,90",13.9
146,"['1,56']",1.6,"['20,0']",34.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"7,80",7.8
147,"['3,54']",3.5,"['20,0']",49.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"17,70",17.7
148,"['28,84']",28.8,"['253,0']",66.0,['Moderate'],1.0,0.0,0.0,['Winter tires'],0.0,"11,40",11.4
149,"['1,76']",1.8,"['22,0']",39.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"8,00",8.0
150,"['3,46']",3.5,"['20,0']",43.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"17,30",17.3
151,"['1,89']",1.9,"['16,0']",31.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"11,81",11.8
152,"['1,59']",1.6,"['15,0']",31.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"10,60",10.6
153,"['21,06']",21.1,"['162,0']",79.0,['Moderate'],1.0,0.0,0.0,['Winter tires'],0.0,"13,00",13.0
154,"['29,40']",29.4,"['196,0']",83.0,['Moderate'],1.0,0.0,0.0,['Winter tires'],0.0,"15,00",15.0
155,[],,[],,[],,,,[],,,
156,"['6,06']",6.1,"['43,0']",67.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"14,09",14.1
157,"['0,93']",0.9,"['7,0']",25.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,29",13.3
158,"['2,02']",2.0,"['23,0']",42.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"8,78",8.8
159,"['3,56']",3.6,"['20,0']",48.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"17,80",17.8
160,"['1,93']",1.9,"['21,0']",30.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"9,19",9.2
161,"['3,50']",3.5,"['20,0']",54.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"17,50",17.5
162,"['2,11']",2.1,"['24,0']",37.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"8,79",8.8
163,"['3,52']",3.5,"['20,0']",53.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"17,60",17.6
164,"['7,75']",7.7,"['63,0']",58.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"12,30",12.3
165,"['0,27']",0.3,"['2,0']",14.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,50",13.3
166,"['0,53']",0.5,"['4,0']",18.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,25",13.3
167,"['2,58']",2.6,"['23,0']",31.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"11,22",11.2
168,"['4,41']",4.4,"['38,0']",37.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"11,61",11.6
169,"['2,97']",3.0,"['23,0']",52.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"12,91",12.9
170,"['8,69']",8.7,"['63,0']",62.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"13,79",13.8
171,"['1,07']",1.1,"['8,0']",22.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,38",13.4
172,"['1,24']",1.2,"['10,0']",22.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"12,40",12.4
173,"['2,35']",2.4,"['24,0']",27.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"9,79",9.8
174,"['3,64']",3.6,"['20,0']",52.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,20",18.2
175,"['2,62']",2.6,"['27,0']",26.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"9,70",9.7
176,"['3,72']",3.7,"['20,0']",53.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,60",18.6
177,"['3,62']",3.6,"['20,0']",42.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,10",18.1
178,"['2,14']",2.1,"['23,0']",41.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"9,30",9.3
179,"['1,90']",1.9,"['20,0']",46.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"9,50",9.5
180,"['3,66']",3.7,"['20,0']",44.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,30",18.3
181,"['1,07']",1.1,"['9,0']",30.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"11,89",11.9
182,"['1,21']",1.2,"['9,0']",37.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"13,44",13.4
183,"['2,09']",2.1,"['24,0']",37.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"8,71",8.7
184,"['3,84']",3.8,"['20,0']",46.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"19,20",19.2
185,"['3,80']",3.8,"['20,0']",48.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"19,00",19.0
186,[],,[],,[],,,,[],,,
187,"['1,60']",1.6,"['20,0']",50.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"8,00",8.0
188,"['2,09']",2.1,"['24,0']",36.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"8,71",8.7
189,"['3,48']",3.5,"['20,0']",46.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"17,40",17.4
190,"['1,74']",1.7,"['20,0']",50.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"8,70",8.7
191,"['3,68']",3.7,"['20,0']",48.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,40",18.4
192,"['32,85']",32.9,"['225,0']",81.0,['Moderate'],1.0,0.0,0.0,['Winter tires'],0.0,"14,60",14.6
193,"['1,70']",1.7,"['20,0']",46.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"8,50",8.5
194,"['3,82']",3.8,"['20,0']",53.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"19,10",19.1
195,"['23,33']",23.3,"['162,0']",78.0,['Moderate'],1.0,0.0,0.0,['Winter tires'],0.0,"14,40",14.4
196,"['6,30']",6.3,"['45,0']",59.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"14,00",14.0
197,"['2,38']",2.4,"['24,0']",35.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"9,92",9.9
198,"['4,00']",4.0,"['20,0']",50.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"20,00",20.0
199,"['1,90']",1.9,"['20,0']",48.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"9,50",9.5
200,"['3,84']",3.8,"['20,0']",42.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"19,20",19.2
201,"['2,63']",2.6,"['25,0']",36.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"10,52",10.5
202,"['3,66']",3.7,"['20,0']",49.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,30",18.3
203,"['3,80']",3.8,"['20,0']",33.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"19,00",19.0
204,"['1,88']",1.9,"['20,0']",52.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"9,40",9.4
205,"['2,38']",2.4,"['24,0']",35.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"9,92",9.9
206,"['3,80']",3.8,"['20,0']",43.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"19,00",19.0
207,"['3,60']",3.6,"['25,0']",51.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"14,40",14.4
208,"['4,68']",4.7,"['30,0']",54.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"15,60",15.6
209,"['1,76']",1.8,"['20,0']",50.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"8,80",8.8
210,"['3,60']",3.6,"['20,0']",47.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,00",18.0
211,"['2,62']",2.6,"['24,0']",39.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"10,92",10.9
212,"['3,70']",3.7,"['20,0']",45.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,50",18.5
213,"['1,96']",2.0,"['20,0']",49.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"9,80",9.8
214,"['3,82']",3.8,"['20,0']",42.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"19,10",19.1
215,"['3,78']",3.8,"['20,0']",45.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"18,90",18.9
216,"['1,74']",1.7,"['20,0']",51.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"8,70",8.7
217,[],,[],,[],,,,[],,,
218,"['2,70']",2.7,"['25,0']",37.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"10,80",10.8
219,"['5,00']",5.0,"['20,0']",40.0,['Moderate'],1.0,1.0,1.0,['Winter tires'],0.0,"25,00",25.0
220,"['0,81']",0.8,"['5,0']",25.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"16,20",16.2
221,"['0,60']",0.6,"['4,0']",23.0,['Moderate'],0.0,1.0,0.0,['Winter tires'],0.0,"15,00",14.9
222,"['4,31']",4.3,"['28,0']",30.0,['Moderate'],0.0,1.0,1.0,['Winter tires'],0.0,"15,39",15.4
